project_name,file_name,file_size,file_downloads
blindsActuatorNode,blindsActuator.drl,1.74 kB,433
blindsActuatorNode,blindsActuator-F.SilkS.gbr,179.09 kB,553
blindsActuatorNode,blindsActuator-B.Cu.gbr,90.58 kB,487
blindsActuatorNode,blindsActuator-B.Mask.gbr,3.32 kB,445
Dollhouse wireless node,DemoSensor.GBL,49.06 kB,834
Dollhouse wireless node,DemoSensor.GBO,28.14 kB,866
Dollhouse wireless node,DemoSensor.GBP,11.38 kB,770
Dollhouse wireless node,DemoSensor.GBS,12.24 kB,794
Dollhouse wireless node,DemoSensor.GML,10.78 kB,837
Dollhouse wireless node,DemoSensor.GTL,52.55 kB,843
Dollhouse wireless node,DemoSensor.GTO,105.45 kB,847
Dollhouse wireless node,DemoSensor.GTP,12.55 kB,826
Dollhouse wireless node,DemoSensor.GTS,13.48 kB,755
Dollhouse wireless node,DemoSensor.TXT,874 B,729
Dollhouse wireless node,DemoSensor.brd,399.25 kB,1007
Dollhouse wireless node,DemoSensor.sch,822.4 kB,1011
Dollhouse wireless node,DemoSensorAddon.GBL,32.45 kB,818
Dollhouse wireless node,DemoSensorAddon.GBO,10.37 kB,794
Dollhouse wireless node,DemoSensorAddon.GBP,4.01 kB,773
Dollhouse wireless node,DemoSensorAddon.GBS,4.97 kB,799
Dollhouse wireless node,DemoSensorAddon.GML,4.01 kB,888
Dollhouse wireless node,DemoSensorAddon.GTL,32.27 kB,789
Dollhouse wireless node,DemoSensorAddon.GTO,18.29 kB,777
Dollhouse wireless node,DemoSensorAddon.GTP,4.01 kB,807
Dollhouse wireless node,DemoSensorAddon.GTS,4.97 kB,766
Dollhouse wireless node,DemoSensorAddon.TXT,503 B,662
Dollhouse wireless node,DemoSensorAddon.brd,45.91 kB,948
Dollhouse wireless node,DemoSensorAddon.sch,78.07 kB,893
Dollhouse wireless node,DemoSensorAddonProto.GBL,4.41 kB,776
Dollhouse wireless node,DemoSensorAddonProto.GBO,6.5 kB,756
Dollhouse wireless node,DemoSensorAddonProto.GBP,3.56 kB,810
Dollhouse wireless node,DemoSensorAddonProto.GBS,4.41 kB,801
Dollhouse wireless node,DemoSensorAddonProto.GML,3.56 kB,799
Dollhouse wireless node,DemoSensorAddonProto.GTL,4.41 kB,760
Dollhouse wireless node,DemoSensorAddonProto.GTO,3.99 kB,771
Dollhouse wireless node,DemoSensorAddonProto.GTP,3.56 kB,778
Dollhouse wireless node,DemoSensorAddonProto.GTS,4.41 kB,752
Dollhouse wireless node,DemoSensorAddonProto.TXT,473 B,658
Dollhouse wireless node,DemoSensorAddonProto.brd,25.02 kB,971
Dollhouse wireless node,DemoSensorAddonProto.sch,33.88 kB,977
Dollhouse wireless node,PogoFTDI.GBL,24.01 kB,676
Dollhouse wireless node,PogoFTDI.GBO,11.8 kB,663
Dollhouse wireless node,PogoFTDI.GBP,11.8 kB,680
Dollhouse wireless node,PogoFTDI.GBS,12.3 kB,692
Dollhouse wireless node,PogoFTDI.GML,11.8 kB,719
Dollhouse wireless node,PogoFTDI.GTL,24.9 kB,730
Dollhouse wireless node,PogoFTDI.GTO,37.94 kB,722
Dollhouse wireless node,PogoFTDI.GTP,11.95 kB,734
Dollhouse wireless node,PogoFTDI.GTS,12.45 kB,706
Dollhouse wireless node,PogoFTDI.TXT,313 B,483
Dollhouse wireless node,PogoFTDI.brd,60.14 kB,917
Dollhouse wireless node,PogoFTDI.sch,279.19 kB,981
Ebyte nRF52832 Prototyping Board,BoardOutline.gbr,288 B,500
Ebyte nRF52832 Prototyping Board,Bottom.gbr,6.54 kB,472
Ebyte nRF52832 Prototyping Board,BottomAssy.gbr,189 B,544
Ebyte nRF52832 Prototyping Board,BottomDimension.gbr,199 B,490
Ebyte nRF52832 Prototyping Board,BottomMask.gbr,4.09 kB,510
Ebyte nRF52832 Prototyping Board,BottomPaste.gbr,740 B,477
Ebyte nRF52832 Prototyping Board,BottomSilk.gbr,15.41 kB,477
Ebyte nRF52832 Prototyping Board,Through.drl,4.33 kB,478
Ebyte nRF52832 Prototyping Board,Top.gbr,13.85 kB,514
Ebyte nRF52832 Prototyping Board,TopAssy.gbr,186 B,510
Ebyte nRF52832 Prototyping Board,TopDimension.gbr,196 B,494
Ebyte nRF52832 Prototyping Board,TopMask.gbr,4.21 kB,469
Ebyte nRF52832 Prototyping Board,TopPaste.gbr,863 B,498
Ebyte nRF52832 Prototyping Board,TopSilk.gbr,6.99 kB,476
Ebyte nRF52832 Small Breakout Board,BoardOutline.gbr,303 B,691
Ebyte nRF52832 Small Breakout Board,Bottom.gbr,3.5 kB,608
Ebyte nRF52832 Small Breakout Board,BottomAssy.gbr,189 B,599
Ebyte nRF52832 Small Breakout Board,BottomDimension.gbr,199 B,582
Ebyte nRF52832 Small Breakout Board,BottomMask.gbr,1.16 kB,531
Ebyte nRF52832 Small Breakout Board,BottomPaste.gbr,715 B,569
Ebyte nRF52832 Small Breakout Board,Through.drl,904 B,579
Ebyte nRF52832 Small Breakout Board,Top.gbr,8.84 kB,608
Ebyte nRF52832 Small Breakout Board,TopAssy.gbr,186 B,520
Ebyte nRF52832 Small Breakout Board,TopDimension.gbr,196 B,575
Ebyte nRF52832 Small Breakout Board,TopMask.gbr,1.28 kB,517
Ebyte nRF52832 Small Breakout Board,TopPaste.gbr,843 B,572
Ebyte nRF52832 Small Breakout Board,Schematic v007 for Ebyte nRF52832 Small Breakout Board.pdf,17.87 kB,656
Ebyte nRF52832 Small Breakout Board,TopSilk.gbr,4.57 kB,587
Ebyte nRF52832 Small Breakout Board,BottomSilk.gbr,18.19 kB,569
MySensors Gateway for Raspberry PI,COPYRIGHT.txt,408 B,407
MySensors Gateway for Raspberry PI,LICENSE.txt,8.91 kB,443
MySensors Gateway for Raspberry PI,MySensorsPiGw.gbl,71.79 kB,637
MySensors Gateway for Raspberry PI,MySensorsPiGw.gbo,185.83 kB,632
MySensors Gateway for Raspberry PI,MySensorsPiGw.gbs,2.23 kB,692
MySensors Gateway for Raspberry PI,MySensorsPiGw.gml,1.55 kB,585
MySensors Gateway for Raspberry PI,MySensorsPiGw.gtl,83.18 kB,653
MySensors Gateway for Raspberry PI,MySensorsPiGw.gto,168.4 kB,616
MySensors Gateway for Raspberry PI,MySensorsPiGw.gts,4.01 kB,683
MySensors Gateway for Raspberry PI,MySensorsPiGw.kicad_pcb,316.41 kB,647
MySensors Gateway for Raspberry PI,MySensorsPiGw.net,18.27 kB,1958
MySensors Gateway for Raspberry PI,MySensorsPiGw.sch,16.79 kB,661
MySensors Gateway for Raspberry PI,MySensorsPiGw.txt,2.08 kB,472
RS485,rs485-F.Mask.gts,850 B,445
RS485,rs485-F.Cu.gtl,14.86 kB,420
RS485,rs485-F.Paste.gtp,276 B,438
RS485,rs485-F.SilkS.gto,12.65 kB,460
RS485,rs485.drl,399 B,403
RS485,rs485-B.Mask.gbs,1.84 kB,503
RS485,rs485-B.Cu.gbl,27.37 kB,484
RS485,rs485-B.Paste.gbp,1.23 kB,493
RS485,rs485-Edge.Cuts.gm1,515 B,483
RS485,rs485-B.SilkS.gbo,12.09 kB,486
RS485,rs485.net,10.29 kB,458
RS485,rs485.kicad_pcb-bak,100.13 kB,504
RS485,rs485.sch,8.5 kB,584
RS485,rs485.kicad_pcb,100.13 kB,474
MySensors Cover Node,roller_shutter_v2.2.dch,219.71 kB,944
MySensors Cover Node,roller_shutter_v2.4.dip,291.66 kB,819
Gate Controller,gate.sch,41.6 kB,505
Gate Controller,gate.kicad_pcb,410.3 kB,498
Easy-Peasy Amplified MySensors Serial Gateway,BoardOutline.gbr,286 B,354
Easy-Peasy Amplified MySensors Serial Gateway,Bottom.gbr,19.79 kB,365
Easy-Peasy Amplified MySensors Serial Gateway,BottomAssy.gbr,189 B,357
Easy-Peasy Amplified MySensors Serial Gateway,BottomDimension.gbr,199 B,353
Easy-Peasy Amplified MySensors Serial Gateway,BottomMask.gbr,513 B,367
Easy-Peasy Amplified MySensors Serial Gateway,BottomPaste.gbr,189 B,336
Easy-Peasy Amplified MySensors Serial Gateway,BottomSilk.gbr,11.29 kB,346
Easy-Peasy Amplified MySensors Serial Gateway,Through.drl,365 B,350
Easy-Peasy Amplified MySensors Serial Gateway,Top.gbr,1.3 kB,348
Easy-Peasy Amplified MySensors Serial Gateway,TopAssy.gbr,186 B,362
Easy-Peasy Amplified MySensors Serial Gateway,TopDimension.gbr,196 B,358
Easy-Peasy Amplified MySensors Serial Gateway,TopMask.gbr,576 B,322
Easy-Peasy Amplified MySensors Serial Gateway,TopPaste.gbr,252 B,379
Easy-Peasy Amplified MySensors Serial Gateway,TopSilk.gbr,12.67 kB,372
EASY NRF24+PA+LNA for RFM69HCW footprint,cam.drl,1.18 kB,551
EASY NRF24+PA+LNA for RFM69HCW footprint,nrf24_pa_lna_rfm69hw.gts,3.29 kB,568
EASY NRF24+PA+LNA for RFM69HCW footprint,cam.rpt,307 B,529
EASY NRF24+PA+LNA for RFM69HCW footprint,nrf24_pa_lna_rfm69hw.gbl,11.43 kB,533
EASY NRF24+PA+LNA for RFM69HCW footprint,nrf24_pa_lna_rfm69hw.gbs,280 B,539
EASY NRF24+PA+LNA for RFM69HCW footprint,nrf24_pa_lna_rfm69hw.gbo,19.28 kB,539
EASY NRF24+PA+LNA for RFM69HCW footprint,nrf24_pa_lna_rfm69hw.gm1,228 B,545
EASY NRF24+PA+LNA for RFM69HCW footprint,nrf24_pa_lna_rfm69hw.gto,8.6 kB,549
EASY NRF24+PA+LNA for RFM69HCW footprint,nrf24_pa_lna_rfm69hw.gtl,67.89 kB,563
DIP to SMD NRF24L01 adapter,Adapter_NRF24_SMD_to_DIP.GBS,667 B,464
DIP to SMD NRF24L01 adapter,Adapter_NRF24_SMD_to_DIP.GM1,418 B,463
DIP to SMD NRF24L01 adapter,Adapter_NRF24_SMD_to_DIP.GTL,9.67 kB,488
DIP to SMD NRF24L01 adapter,Adapter_NRF24_SMD_to_DIP.GTO,3.64 kB,446
DIP to SMD NRF24L01 adapter,Adapter_NRF24_SMD_to_DIP.GTS,1.36 kB,1459
DIP to SMD NRF24L01 adapter,Adapter_NRF24_SMD_to_DIP-Plated.TXT,385 B,400
DIP to SMD NRF24L01 adapter,Adapter_NRF24_SMD_to_DIP.GBL,5.4 kB,1775
DIP to SMD NRF24L01 adapter,Adapter_NRF24_SMD_to_DIP.GBO,142.57 kB,1758
DIP to SMD NRF24L01 adapter,Adapter_NRF24_SMD_to_DIP-Plated_inch.TXT,314 B,438
"MDMSNode ""Lighting"" Rev 1.1",MDMSNode_Lightnig_Rev_1.1.pdf,331.07 kB,604
nRF52832 ESP-LINK Shield for ESP8266 Wemos D1 Mini,Schematic of nRF52832 ESP-LINK Shield for Wemos D1 Mini v004.pdf,18.99 kB,488
nRF52832 ESP-LINK Shield for ESP8266 Wemos D1 Mini,BoardOutline.gbr,288 B,493
nRF52832 ESP-LINK Shield for ESP8266 Wemos D1 Mini,Bottom.gbr,8.93 kB,546
nRF52832 ESP-LINK Shield for ESP8266 Wemos D1 Mini,BottomAssy.gbr,189 B,542
nRF52832 ESP-LINK Shield for ESP8266 Wemos D1 Mini,BottomDimension.gbr,199 B,524
nRF52832 ESP-LINK Shield for ESP8266 Wemos D1 Mini,BottomMask.gbr,593 B,517
nRF52832 ESP-LINK Shield for ESP8266 Wemos D1 Mini,BottomPaste.gbr,360 B,551
nRF52832 ESP-LINK Shield for ESP8266 Wemos D1 Mini,BottomSilk.gbr,13.14 kB,533
nRF52832 ESP-LINK Shield for ESP8266 Wemos D1 Mini,Through.drl,436 B,539
nRF52832 ESP-LINK Shield for ESP8266 Wemos D1 Mini,Top.gbr,1.74 kB,554
nRF52832 ESP-LINK Shield for ESP8266 Wemos D1 Mini,TopDimension.gbr,196 B,517
nRF52832 ESP-LINK Shield for ESP8266 Wemos D1 Mini,TopMask.gbr,1.05 kB,499
nRF52832 ESP-LINK Shield for ESP8266 Wemos D1 Mini,TopPaste.gbr,835 B,481
nRF52832 ESP-LINK Shield for ESP8266 Wemos D1 Mini,TopSilk.gbr,2.46 kB,546
Small nRF24L01+ Shield for ESP8266 Wemos D1 Mini,BoardOutline.gbr,286 B,697
Small nRF24L01+ Shield for ESP8266 Wemos D1 Mini,Bottom.gbr,19.79 kB,662
Small nRF24L01+ Shield for ESP8266 Wemos D1 Mini,BottomAssy.gbr,189 B,635
Small nRF24L01+ Shield for ESP8266 Wemos D1 Mini,BottomDimension.gbr,199 B,634
Small nRF24L01+ Shield for ESP8266 Wemos D1 Mini,BottomMask.gbr,513 B,675
Small nRF24L01+ Shield for ESP8266 Wemos D1 Mini,BottomPaste.gbr,189 B,641
Small nRF24L01+ Shield for ESP8266 Wemos D1 Mini,BottomSilk.gbr,11.29 kB,637
Small nRF24L01+ Shield for ESP8266 Wemos D1 Mini,Through.drl,365 B,662
Small nRF24L01+ Shield for ESP8266 Wemos D1 Mini,Top.gbr,1.3 kB,657
Small nRF24L01+ Shield for ESP8266 Wemos D1 Mini,TopAssy.gbr,186 B,613
Small nRF24L01+ Shield for ESP8266 Wemos D1 Mini,TopDimension.gbr,196 B,696
Small nRF24L01+ Shield for ESP8266 Wemos D1 Mini,TopMask.gbr,576 B,665
Small nRF24L01+ Shield for ESP8266 Wemos D1 Mini,TopPaste.gbr,252 B,668
Small nRF24L01+ Shield for ESP8266 Wemos D1 Mini,TopSilk.gbr,12.67 kB,680
nRF24L01+ Pro Mini Shield,BoardOutline.gbr,289 B,544
nRF24L01+ Pro Mini Shield,Bottom.gbr,1.12 kB,513
nRF24L01+ Pro Mini Shield,BottomAssy.gbr,189 B,524
nRF24L01+ Pro Mini Shield,BottomDimension.gbr,199 B,558
nRF24L01+ Pro Mini Shield,BottomMask.gbr,737 B,532
nRF24L01+ Pro Mini Shield,BottomPaste.gbr,189 B,582
nRF24L01+ Pro Mini Shield,BottomSilk.gbr,5.42 kB,590
nRF24L01+ Pro Mini Shield,Through.drl,652 B,556
nRF24L01+ Pro Mini Shield,Top.gbr,1.54 kB,560
nRF24L01+ Pro Mini Shield,TopAssy.gbr,186 B,552
nRF24L01+ Pro Mini Shield,TopDimension.gbr,196 B,520
nRF24L01+ Pro Mini Shield,TopMask.gbr,800 B,533
nRF24L01+ Pro Mini Shield,TopPaste.gbr,252 B,576
nRF24L01+ Pro Mini Shield,TopSilk.gbr,14.92 kB,586
nRF52832 Breakout Board,Schematic for nRF52832 Breakout Board v002.pdf,16.35 kB,587
nRF52832 Breakout Board,BoardOutline.gbr,288 B,619
nRF52832 Breakout Board,Bottom.gbr,13.69 kB,676
nRF52832 Breakout Board,BottomAssy.gbr,189 B,595
nRF52832 Breakout Board,BottomDimension.gbr,199 B,692
nRF52832 Breakout Board,BottomMask.gbr,780 B,620
nRF52832 Breakout Board,BottomPaste.gbr,189 B,664
nRF52832 Breakout Board,Through.drl,886 B,589
nRF52832 Breakout Board,Top.gbr,4.45 kB,662
nRF52832 Breakout Board,TopAssy.gbr,186 B,626
nRF52832 Breakout Board,TopDimension.gbr,196 B,648
nRF52832 Breakout Board,TopMask.gbr,1.42 kB,649
nRF52832 Breakout Board,TopPaste.gbr,861 B,629
nRF52832 Breakout Board,TopSilk.gbr,31.78 kB,555
nRF52 Development Board,nRF52832_QFN48.v02c.bcream.ger,281 B,547
nRF52 Development Board,nRF52832_QFN48.v02c.boardoutline.ger,5.8 kB,532
nRF52 Development Board,nRF52832_QFN48.v02c.bottomlayer.ger,45.11 kB,533
nRF52 Development Board,nRF52832_QFN48.v02c.bottomlayer.gpi,1.41 kB,536
nRF52 Development Board,nRF52832_QFN48.v02c.bottomsilkscreen.ger,2.99 kB,521
nRF52 Development Board,nRF52832_QFN48.v02c.bottomsilkscreen.gpi,1.04 kB,515
nRF52 Development Board,nRF52832_QFN48.v02c.bottomsoldermask.ger,1.12 kB,502
nRF52 Development Board,nRF52832_QFN48.v02c.bottomsoldermask.gpi,1.23 kB,551
nRF52 Development Board,nRF52832_QFN48.v02c.brd,119.48 kB,649
nRF52 Development Board,nRF52832_QFN48.v02c.drills.xln,1.88 kB,540
nRF52 Development Board,nRF52832_QFN48.v02c.internalplane1.ger,47.17 kB,540
nRF52 Development Board,nRF52832_QFN48.v02c.internalplane2.ger,53.75 kB,588
nRF52 Development Board,nRF52832_QFN48.v02c.sch,231.88 kB,718
nRF52 Development Board,nRF52832_QFN48.v02c.tcream.ger,184.9 kB,521
nRF52 Development Board,nRF52832_QFN48.v02c.toplayer.ger,249.36 kB,558
nRF52 Development Board,nRF52832_QFN48.v02c.toplayer.gpi,2.43 kB,577
nRF52 Development Board,nRF52832_QFN48.v02c.topsilkscreen.ger,19.8 kB,570
nRF52 Development Board,nRF52832_QFN48.v02c.topsilkscreen.gpi,1.27 kB,530
nRF52 Development Board,nRF52832_QFN48.v02c.topsoldermask.ger,185.75 kB,587
nRF52 Development Board,nRF52832_QFN48.v02c.topsoldermask.gpi,2.21 kB,534
Simple AC/DC Switch WeMos,wemos Switch v3.2.GBL,4.39 kB,434
Simple AC/DC Switch WeMos,wemos Switch v3.2.GBO,105 B,405
Simple AC/DC Switch WeMos,wemos Switch v3.2.GBS,2.05 kB,386
Simple AC/DC Switch WeMos,wemos Switch v3.2.GML,10.06 kB,396
Simple AC/DC Switch WeMos,wemos Switch v3.2.GTL,35.03 kB,478
Simple AC/DC Switch WeMos,wemos Switch v3.2.GTO,48.74 kB,406
Simple AC/DC Switch WeMos,wemos Switch v3.2.GTP,105 B,386
Simple AC/DC Switch WeMos,wemos Switch v3.2.GTS,2.05 kB,400
Simple AC/DC Switch WeMos,wemos Switch v3.2.TXT,1.24 kB,359
Simple AC/DC Switch WeMos,wemos Switch v3.2.brd,95.88 kB,642
Simple AC/DC Switch WeMos,wemos Switch v3.2.sch,517.7 kB,637
Super-capacitor-power-supply-for-wireless-sensors-w-charger,minisc.brd,71.7 kB,787
Super-capacitor-power-supply-for-wireless-sensors-w-charger,minisc.sch,591.23 kB,886
Super-capacitor-power-supply-for-wireless-sensors-w-charger,minisc.txt,4.86 kB,616
MultiRF MultiVoltage ProtoBox,multibox_1.01.PDF,312.73 kB,707
MultiRF MultiVoltage ProtoBox,top_board1.gbl,34.6 kB,561
MultiRF MultiVoltage ProtoBox,slotholes.rpt,237 B,541
MultiRF MultiVoltage ProtoBox,top_board1.gbo,204.65 kB,557
MultiRF MultiVoltage ProtoBox,top_board1.gbs,4.68 kB,513
MultiRF MultiVoltage ProtoBox,top_board1.gm1,218 B,468
MultiRF MultiVoltage ProtoBox,top_board1.gtl,49.59 kB,524
MultiRF MultiVoltage ProtoBox,top_board1.gts,2.65 kB,500
MultiRF MultiVoltage ProtoBox,top_board1.gto,218.72 kB,493
MultiRF MultiVoltage ProtoBox,roundholes.drl,1.92 kB,490
MultiRF MultiVoltage ProtoBox,roundholes.rpt,272 B,481
MultiRF MultiVoltage ProtoBox,slotholes.drl,162 B,472
AM612 Passive Infrared Sensor Breakout Board,Schematic for AM612 Breakout v506.pdf,4.59 kB,995
AM612 Passive Infrared Sensor Breakout Board,BoardOutline.gbr,304 B,746
AM612 Passive Infrared Sensor Breakout Board,Bottom.gbr,30.26 kB,665
AM612 Passive Infrared Sensor Breakout Board,BottomAssy.gbr,189 B,669
AM612 Passive Infrared Sensor Breakout Board,BottomDimension.gbr,199 B,647
AM612 Passive Infrared Sensor Breakout Board,BottomMask.gbr,507 B,653
AM612 Passive Infrared Sensor Breakout Board,BottomPaste.gbr,189 B,731
AM612 Passive Infrared Sensor Breakout Board,BottomSilk.gbr,6.25 kB,686
AM612 Passive Infrared Sensor Breakout Board,Through.drl,326 B,691
AM612 Passive Infrared Sensor Breakout Board,Top.gbr,31.25 kB,714
AM612 Passive Infrared Sensor Breakout Board,TopAssy.gbr,186 B,735
AM612 Passive Infrared Sensor Breakout Board,TopDimension.gbr,196 B,728
AM612 Passive Infrared Sensor Breakout Board,TopMask.gbr,674 B,705
AM612 Passive Infrared Sensor Breakout Board,TopPaste.gbr,350 B,670
AM612 Passive Infrared Sensor Breakout Board,TopSilk.gbr,6.23 kB,683
Uniflächentaster PCB,uniflaechentaster2.gbl,51.43 kB,451
Uniflächentaster PCB,uniflaechentaster2.gbo,7.55 kB,471
Uniflächentaster PCB,uniflaechentaster2.gbs,2.17 kB,440
Uniflächentaster PCB,uniflaechentaster2.gml,1.16 kB,465
Uniflächentaster PCB,uniflaechentaster2.gtl,49.4 kB,433
Uniflächentaster PCB,uniflaechentaster2.gto,36.11 kB,428
Uniflächentaster PCB,uniflaechentaster2.gts,2.04 kB,413
Uniflächentaster PCB,uniflaechentaster2.txt,805 B,365
Uniflächentaster PCB,uniflaechentaster2.kicad_pcb,136.71 kB,499
Uniflächentaster PCB,uniflaechentaster2.net,17.46 kB,468
Uniflächentaster PCB,uniflaechentaster2.sch,18.14 kB,501
Door/Windows AAA,License_howto.pdf,55.06 kB,304
Door/Windows AAA,LICENSE.pdf,95.73 kB,283
Door/Windows AAA,PRODUCT.txt,111 B,431
Door/Windows AAA,COPYRIGHT.txt,428 B,372
Door/Windows AAA,MySensors_Node.GBS,2.14 kB,1937
Door/Windows AAA,MySensors_Node.TXT,744 B,484
Door/Windows AAA,MySensors_Node.GML,105 B,654
Door/Windows AAA,MySensors_Node.GBL,40.33 kB,707
Door/Windows AAA,MySensors_Node.GTL,43.97 kB,623
Door/Windows AAA,MySensors_Node.GTP,886 B,666
Door/Windows AAA,MySensors_Node.GTO,201.39 kB,682
Door/Windows AAA,MySensors_Node.GBO,7.44 kB,708
Door/Windows AAA,MySensors_Node.GTS,1.29 kB,669
Door/Windows AAA,MySensors_Node.brd,505.17 kB,714
Door/Windows AAA,MySensors_Node.sch,1.88 MB,851
Battery powered glass touch switch,RemoteSwitch3.GBL,78.44 kB,664
Battery powered glass touch switch,RemoteSwitch3.GBO,30.34 kB,596
Battery powered glass touch switch,RemoteSwitch3.GBP,20.3 kB,571
Battery powered glass touch switch,RemoteSwitch3.GBS,20.78 kB,545
Battery powered glass touch switch,RemoteSwitch3.GML,19.91 kB,573
Battery powered glass touch switch,RemoteSwitch3.GTL,130.41 kB,609
Battery powered glass touch switch,RemoteSwitch3.GTO,151.02 kB,562
Battery powered glass touch switch,RemoteSwitch3.GTP,22.56 kB,597
Battery powered glass touch switch,RemoteSwitch3.GTS,23.16 kB,553
Battery powered glass touch switch,RemoteSwitch3.TXT,1.97 kB,462
Battery powered glass touch switch,RemoteSwitch3.brd,90.16 kB,808
Battery powered glass touch switch,RemoteSwitch3.sch,142.8 kB,880
Battery powered glass touch switch,COPYRIGHT.txt,428 B,400
Battery powered glass touch switch,LICENSE.pdf,95.73 kB,288
Battery powered glass touch switch,License_howto.pdf,55.06 kB,321
Battery powered glass touch switch,PRODUCT.txt,110 B,381
"BlackCircle Sensor - High ""WAF"" Temp/Hum. sensor",BlackCircle.GBL,87.8 kB,552
"BlackCircle Sensor - High ""WAF"" Temp/Hum. sensor",BlackCircle.GBO,17.86 kB,561
"BlackCircle Sensor - High ""WAF"" Temp/Hum. sensor",BlackCircle.GBP,482 B,517
"BlackCircle Sensor - High ""WAF"" Temp/Hum. sensor",BlackCircle.GBS,1.9 kB,532
"BlackCircle Sensor - High ""WAF"" Temp/Hum. sensor",BlackCircle.GML,482 B,521
"BlackCircle Sensor - High ""WAF"" Temp/Hum. sensor",BlackCircle.GTL,81.79 kB,622
"BlackCircle Sensor - High ""WAF"" Temp/Hum. sensor",BlackCircle.GTO,51.32 kB,566
"BlackCircle Sensor - High ""WAF"" Temp/Hum. sensor",BlackCircle.GTP,4.23 kB,570
"BlackCircle Sensor - High ""WAF"" Temp/Hum. sensor",BlackCircle.GTS,2.46 kB,518
"BlackCircle Sensor - High ""WAF"" Temp/Hum. sensor",BlackCircle.TXT,1.04 kB,427
"BlackCircle Sensor - High ""WAF"" Temp/Hum. sensor",BlackCircle.brd,68.12 kB,687
"BlackCircle Sensor - High ""WAF"" Temp/Hum. sensor",BlackCircle.sch,177.63 kB,678
"BlackCircle Sensor - High ""WAF"" Temp/Hum. sensor",COPYRIGHT.txt,428 B,414
"BlackCircle Sensor - High ""WAF"" Temp/Hum. sensor",PRODUCT.txt,110 B,407
"BlackCircle Sensor - High ""WAF"" Temp/Hum. sensor",LICENSE.pdf,95.73 kB,237
"BlackCircle Sensor - High ""WAF"" Temp/Hum. sensor",License_howto.pdf,55.06 kB,271
MySensors Easy Pro Mini,easypromini.pdf,13.73 kB,737
MySensors Easy Pro Mini,cam.drl,938 B,569
MySensors Easy Pro Mini,cam.rpt,285 B,567
MySensors Easy Pro Mini,super_pro_mini_1.gbl,26.14 kB,579
MySensors Easy Pro Mini,super_pro_mini_1.gbo,319.34 kB,560
MySensors Easy Pro Mini,super_pro_mini_1.gbs,692 B,519
MySensors Easy Pro Mini,super_pro_mini_1.gm1,201 B,558
MySensors Easy Pro Mini,super_pro_mini_1.gtl,13.49 kB,572
MySensors Easy Pro Mini,super_pro_mini_1.gts,3.69 kB,544
MySensors Easy Pro Mini,super_pro_mini_1.gto,178.38 kB,610
OH Easy Advanced Gateway,gateway-B.Cu.gbl,84.82 kB,591
OH Easy Advanced Gateway,gateway-B.Mask.gbs,2.95 kB,650
OH Easy Advanced Gateway,gateway-B.SilkS.gbo,10.05 kB,629
OH Easy Advanced Gateway,gateway-F.Cu.gtl,115.76 kB,642
OH Easy Advanced Gateway,gateway-F.Mask.gts,3.88 kB,587
OH Easy Advanced Gateway,gateway-F.SilkS.gto,72.11 kB,594
OH Easy Advanced Gateway,gateway-Margin.gbr,830 B,563
OH Easy Advanced Gateway,gateway.drl,2.06 kB,524
OH Easy Advanced Gateway,gateway.kicad_pcb,181.57 kB,612
OH Easy Advanced Gateway,gateway.net,19.82 kB,618
OH Easy Advanced Gateway,gateway.pdf,64.16 kB,414
OH Easy Advanced Gateway,gateway.sch,17.51 kB,622
OH Easy Advanced Gateway,StickerGateway.pdf,106.58 kB,361
OH Easy Advanced Gateway,StickerGateway_withoutMarker.pdf,63.42 kB,358
Dual SSR Light actuator shield for NModule,PRODUCT.txt,110 B,378
Dual SSR Light actuator shield for NModule,LICENSE.pdf,95.73 kB,255
Dual SSR Light actuator shield for NModule,NModule_Light_2SSR.GTP,9.82 kB,491
Dual SSR Light actuator shield for NModule,NModule_Light_2SSR.GTO,108.15 kB,567
Dual SSR Light actuator shield for NModule,NModule_Light_2SSR.GTS,11.05 kB,509
Dual SSR Light actuator shield for NModule,NModule_Light_2SSR.TXT,1001 B,388
Dual SSR Light actuator shield for NModule,NModule_Light_2SSR.sch,102.95 kB,664
Dual SSR Light actuator shield for NModule,NModule_Light_2SSR.brd,50.35 kB,684
Dual SSR Light actuator shield for NModule,NModule_Light_2SSR.GBL,43.26 kB,523
Dual SSR Light actuator shield for NModule,NModule_Light_2SSR.GBO,33.81 kB,541
Dual SSR Light actuator shield for NModule,NModule_Light_2SSR.GBP,9.82 kB,488
Dual SSR Light actuator shield for NModule,NModule_Light_2SSR.GBS,11.05 kB,483
Dual SSR Light actuator shield for NModule,NModule_Light_2SSR.GML,10.53 kB,512
Dual SSR Light actuator shield for NModule,NModule_Light_2SSR.GTL,43.81 kB,530
Dual SSR Light actuator shield for NModule,COPYRIGHT.txt,428 B,363
Dual SSR Light actuator shield for NModule,License_howto.pdf,55.06 kB,256
NModule PIR sensor shield,PRODUCT.txt,110 B,371
NModule PIR sensor shield,LICENSE.pdf,95.73 kB,240
NModule PIR sensor shield,NModule_PIR.GTO,67.53 kB,501
NModule PIR sensor shield,NModule_PIR.GTL,78.63 kB,501
NModule PIR sensor shield,NModule_PIR.GTP,24.46 kB,504
NModule PIR sensor shield,NModule_PIR.GTS,23.74 kB,508
NModule PIR sensor shield,NModule_PIR.TXT,1016 B,375
